격분한,"['anger', '0.964']" 
윤곽,"['fear', '0.031']"
지원자,"['fear', '0.031']"
복종하다,"['fear', '0.016']"
가장 행복한,"['joy', '0.986']"
행복,"['joy', '0.788']"
다시 없는 기쁨,"['joy', '0.971']"
축하,"['joy', '0.773']"
기뻐하는,"['joy', '0.969']"
황홀한,"['joy', '0.273']"
의기 양양,"['joy', '0.944']"
최고의 날,"['joy', '0.938']"
빛나는,"['joy', '0.515']"
사랑하는 사람,"['joy', '0.932']"
굉장한,"['joy', '0.922']"
즐거움,"['joy', '0.625']"
행복하게,"['joy', '0.922']"
흥분,"['joy', '0.922']"
행복감,"['joy', '0.912']"
즐거운,"['joy', '0.877']"
충일,"['joy', '0.922']"
NO TRANSLATION,"['joy', '0.136']"
사랑한다,"['joy', '0.920']"
감사,"['joy', '0.515']"
장관의,"['joy', '0.912']"
명랑한 소동,"['joy', '0.912']"
기뻤던,"['joy', '0.909']"
의기 양양한,"['joy', '0.894']"
엑스터시,"['joy', '0.906']"
쾌활한,"['joy', '0.906']"
격려,"['joy', '0.545']"
이거 너무 좋아,"['joy', '0.891']"
웃음,"['joy', '0.750']"
자극,"['joy', '0.891']"
기쁜,"['joy', '0.781']"
기분 전환,"['joy', '0.672']"
놀랍게도,"['joy', '0.703']"
사랑하는,"['joy', '0.859']"
두드러진,"['joy', '0.879']"
더없이 행복한,"['joy', '0.879']"
열정적 인,"['joy', '0.393']"
사랑하는 삶,"['joy', '0.875']"
기쁨,"['joy', '0.765']"
너무 행복한,"['joy', '0.868']"
우우,"['joy', '0.594']"
훌륭한,"['joy', '0.519']"
응원,"['joy', '0.859']"
만세,"['joy', '0.727']"
영광,"['joy', '0.859']"
유명한,"['joy', '0.859']"
장엄한,"['joy', '0.859']"
할렐루야,"['joy', '0.859']"
흥미 진진한,"['joy', '0.853']"
천국 같은,"['joy', '0.853']"
감동적인,"['joy', '0.851']"
졸업생,"['joy', '0.848']"
세상에 알리다,"['joy', '0.844']"
축복,"['joy', '0.750']"
훌륭하게,"['joy', '0.844']"
단맛,"['joy', '0.833']"
기이,"['joy', '0.824']"
축제의,"['joy', '0.833']"
축복 받은,"['joy', '0.833']"
파라다이스,"['joy', '0.833']"
웃고있는,"['joy', '0.828']"
매혹적인,"['joy', '0.546']"
애정,"['joy', '0.647']"
집에 가기,"['joy', '0.826']"
기념,"['joy', '0.479']"
눈부신,"['joy', '0.818']"
매우 기쁜,"['joy', '0.818']"
행복한 사람,"['joy', '0.818']"
선량,"['joy', '0.818']"
흥분한,"['joy', '0.818']"
우수,"['joy', '0.818']"
경쾌한,"['joy', '0.814']"
거룩한,"['joy', '0.812']"
사랑 만들기,"['joy', '0.812']"
기쁘게 하다,"['joy', '0.812']"
승리의,"['joy', '0.812']"
우수한,"['joy', '0.812']"
대성공,"['joy', '0.812']"
웃는,"['joy', '0.812']"
즐겨,"['joy', '0.812']"
화려한,"['joy', '0.625']"
좋은 시간,"['joy', '0.811']"
행복한 날,"['joy', '0.809']"
내가 좋아하는 것,"['joy', '0.804']"
낙,"['joy', '0.803']"
킬킬 웃음,"['joy', '0.706']"
예스,"['joy', '0.728']"
성공,"['joy', '0.797']"
더 행복한,"['joy', '0.797']"
댄스,"['joy', '0.545']"
사랑의 생활,"['joy', '0.797']"
웅대,"['joy', '0.797']"
기분 좋은,"['joy', '0.344']"
화려,"['joy', '0.788']"
즐겁게 하다,"['joy', '0.773']"
장난,"['joy', '0.788']"
마법에 걸린,"['joy', '0.781']"
영화 롭게하다,"['joy', '0.781']"
아름다운,"['joy', '0.719']"
졸라 같은,"['joy', '0.781']"
낄낄 거림,"['joy', '0.672']"
광점,"['joy', '0.781']"
하늘,"['joy', '0.779']"
완전,"['joy', '0.779']"
크리스 마시,"['joy', '0.779']"
로맨스,"['joy', '0.779']"
떨리는,"['joy', '0.776']"
기적적,"['joy', '0.773']"
축제,"['joy', '0.621']"
건배,"['joy', '0.773']"
양성,"['joy', '0.773']"
사랑스러운,"['joy', '0.773']"
환성을주는,"['joy', '0.773']"
자금 조달,"['joy', '0.772']"
즐기는,"['joy', '0.766']"
껴안는,"['joy', '0.594']"
생명력,"['joy', '0.766']"
가장,"['joy', '0.766']"
맛있는,"['joy', '0.484']"
오르가슴,"['joy', '0.765']"
파티,"['joy', '0.765']"
양,"['joy', '0.761']"
쾌활함,"['joy', '0.758']"
기적,"['joy', '0.742']"
연인,"['joy', '0.719']"
밝히다,"['joy', '0.758']"
크리스마스 때,"['joy', '0.757']"
현기증 나는,"['joy', '0.757']"
낭만적 인,"['joy', '0.750']"
채우다,"['joy', '0.750']"
우정,"['joy', '0.591']"
위대,"['joy', '0.750']"
유쾌한,"['joy', '0.422']"
미소,"['joy', '0.750']"
장난치며 놀다,"['joy', '0.748']"
열광,"['joy', '0.742']"
승리,"['joy', '0.703']"
마법 같은,"['joy', '0.742']"
보람있는,"['joy', '0.742']"
번영,"['joy', '0.735']"
호화로운,"['joy', '0.734']"
활기 있는,"['joy', '0.734']"
좋은 날,"['joy', '0.734']"
열렬한,"['joy', '0.455']"
호리다,"['joy', '0.734']"
감탄,"['joy', '0.734']"
tgif,"['joy', '0.734']"
노래,"['joy', '0.729']"
아슬 아슬한,"['joy', '0.728']"
이행,"['joy', '0.618']"
감사하는,"['joy', '0.727']"
산타,"['joy', '0.727']"
장학금,"['joy', '0.455']"
평화,"['joy', '0.576']"
명랑한,"['joy', '0.727']"
기쁘게 생각한,"['joy', '0.725']"
발광,"['joy', '0.188']"
영감,"['joy', '0.725']"
융기,"['joy', '0.723']"
낙관적 인,"['joy', '0.723']"
천국,"['joy', '0.721']"
운이 좋은,"['joy', '0.712']"
스릴,"['joy', '0.721']"
휴가,"['joy', '0.547']"
조화,"['joy', '0.719']"
닦다,"['joy', '0.719']"
진심 어린,"['joy', '0.719']"
유토피아의,"['joy', '0.719']"
크리스마스,"['joy', '0.609']"
축하의,"['joy', '0.719']"
찬양,"['joy', '0.719']"
번성하는,"['joy', '0.719']"
완전한,"['joy', '0.375']"
마법,"['joy', '0.712']"
사치,"['joy', '0.712']"
최면술,"['joy', '0.712']"
보물,"['joy', '0.652']"
성취,"['joy', '0.594']"
예,"['joy', '0.712']"
휴일,"['joy', '0.712']"
친밀한,"['joy', '0.710']"
날뛰다,"['joy', '0.706']"
교만한,"['joy', '0.704']"
진실한 사랑,"['joy', '0.703']"
망할,"['joy', '0.703']"
좋은 소식,"['joy', '0.703']"
낙천주의,"['joy', '0.703']"
만족스러운,"['joy', '0.703']"
gooood,"['joy', '0.703']"
가장 감미로운,"['joy', '0.703']"
소중히 하다,"['joy', '0.703']"
좋은 인생,"['joy', '0.703']"
아름다움,"['joy', '0.621']"
고맙다,"['joy', '0.682']"
즐겁게 한,"['joy', '0.700']"
일으키다,"['joy', '0.697']"
생일,"['joy', '0.691']"
시간,"['joy', '0.688']"
특히 잘하는,"['joy', '0.688']"
존경받는,"['joy', '0.688']"
함유량,"['joy', '0.688']"
신의 선물,"['joy', '0.688']"
재미있는,"['joy', '0.688']"
천사의,"['joy', '0.688']"
동경,"['joy', '0.688']"
절묘한,"['joy', '0.688']"
귀한,"['joy', '0.682']"
위엄 있는,"['joy', '0.682']"
감미로운,"['joy', '0.682']"
미소 지은,"['joy', '0.682']"
친한 친구,"['joy', '0.682']"
항진,"['joy', '0.682']"
더 밝게,"['joy', '0.682']"
평온,"['joy', '0.422']"
얻다,"['joy', '0.676']"
포옹,"['joy', '0.562']"
전적으로,"['joy', '0.676']"
소중한,"['joy', '0.672']"
뛰어난,"['joy', '0.672']"
bday,"['joy', '0.672']"
이를 드러내고 웃다,"['joy', '0.672']"
활기 있게 만들다,"['joy', '0.672']"
만족,"['joy', '0.672']"
들뜬,"['joy', '0.672']"
풍부한,"['joy', '0.470']"
승리자,"['joy', '0.667']"
경앙하다,"['joy', '0.667']"
거친,"['joy', '0.667']"
성취 된,"['joy', '0.667']"
다하다,"['joy', '0.664']"
껴안다,"['joy', '0.522']"
번영하는,"['joy', '0.660']"
낭만주의,"['joy', '0.656']"
기분,"['joy', '0.656']"
불타는 듯한 빛깔,"['joy', '0.656']"
쾌적한,"['joy', '0.656']"
격려의,"['joy', '0.656']"
풀다,"['joy', '0.109']"
사로 잡다,"['joy', '0.656']"
besties,"['joy', '0.656']"
만족함,"['joy', '0.652']"
바쁜,"['joy', '0.652']"
칭찬,"['joy', '0.578']"
풍부,"['joy', '0.391']"
운,"['joy', '0.484']"
편안한,"['joy', '0.652']"
칭찬받는,"['joy', '0.652']"
보어,"['joy', '0.647']"
안도의,"['joy', '0.647']"
사육제,"['joy', '0.643']"
신성한,"['joy', '0.641']"
조화롭게,"['joy', '0.641']"
이루다,"['joy', '0.641']"
추수 감사절,"['joy', '0.641']"
공동 자금,"['joy', '0.641']"
아주 재미있는,"['joy', '0.641']"
호색,"['joy', '0.641']"
챔피언,"['joy', '0.641']"
혼례,"['joy', '0.641']"
들어 올리기,"['joy', '0.641']"
클라이맥스,"['joy', '0.636']"
평화로운,"['joy', '0.636']"
눈빛,"['joy', '0.636']"
환상,"['joy', '0.636']"
높이다,"['joy', '0.636']"
우승자,"['joy', '0.636']"
지복,"['joy', '0.636']"
위안을주는,"['joy', '0.636']"
신흔 여행,"['joy', '0.636']"
여우,"['joy', '0.634']"
보상,"['joy', '0.625']"
기호,"['joy', '0.562']"
마음,"['joy', '0.625']"
더 밝은,"['joy', '0.625']"
단,"['joy', '0.625']"
별을 바라 보는 것,"['joy', '0.625']"
제전,"['joy', '0.625']"
안락한,"['joy', '0.551']"
관대,"['joy', '0.625']"
섹스,"['joy', '0.622']"
박수 갈채,"['joy', '0.621']"
온화한,"['joy', '0.074']"
종류,"['joy', '0.621']"
새로운 삶,"['joy', '0.618']"
열망하는,"['joy', '0.516']"
덕 있는,"['joy', '0.613']"
키스,"['joy', '0.136']"
위닝,"['joy', '0.609']"
기특한,"['joy', '0.609']"
무지개,"['joy', '0.531']"
계발,"['joy', '0.609']"
장난이 심하다,"['joy', '0.609']"
감독자,"['joy', '0.609']"
우아,"['joy', '0.609']"
다시 휘젓다,"['joy', '0.609']"
상,"['joy', '0.609']"
홀딱 반할 만한,"['joy', '0.609']"
독립,"['joy', '0.607']"
성공한,"['joy', '0.606']"
온 로브,"['joy', '0.606']"
친절,"['joy', '0.606']"
자유로이,"['joy', '0.606']"
놀라움,"['joy', '0.606']"
영감을 얻은,"['joy', '0.606']"
환희,"['joy', '0.606']"
경이,"['joy', '0.606']"
환대,"['joy', '0.603']"
이상한,"['joy', '0.603']"
열정,"['joy', '0.603']"
아름답게 하다,"['joy', '0.601']"
해돋이,"['joy', '0.600']"
하나님은 좋은,"['joy', '0.597']"
천사,"['joy', '0.594']"
thankgod,"['joy', '0.594']"
바람둥이,"['joy', '0.594']"
좋은 음악,"['joy', '0.594']"
숭배하다,"['joy', '0.594']"
일으키게 하다,"['joy', '0.594']"
과시,"['joy', '0.594']"
평화롭게,"['joy', '0.594']"
예수,"['joy', '0.594']"
좋은,"['joy', '0.547']"
과장된 어조,"['joy', '0.591']"
재산,"['joy', '0.591']"
명음,"['joy', '0.591']"
고귀한,"['joy', '0.591']"
여름,"['joy', '0.591']"
제일 높은,"['joy', '0.591']"
범람,"['joy', '0.588']"
만족하다,"['joy', '0.588']"
우뚝 솟다,"['joy', '0.588']"
들떠 떠들어 대는,"['joy', '0.588']"
기대,"['joy', '0.586']"
영예,"['joy', '0.586']"
친한,"['joy', '0.578']"
감각적 인,"['joy', '0.578']"
가장 사랑하는,"['joy', '0.578']"
그림 같은,"['joy', '0.578']"
미쳐 날뛰는,"['joy', '0.578']"
영구,"['joy', '0.578']"
큰 뜻,"['joy', '0.578']"
생활,"['joy', '0.312']"
불꽃,"['joy', '0.577']"
네,"['joy', '0.576']"
운이 좋은 소녀,"['joy', '0.576']"
유망한,"['joy', '0.559']"
관능적 인,"['joy', '0.576']"
영웅적 자질,"['joy', '0.576']"
성공하는,"['joy', '0.576']"
은혜,"['joy', '0.576']"
생계 유지,"['joy', '0.574']"
특별한,"['joy', '0.574']"
탄탈,"['joy', '0.572']"
펌핑 된,"['joy', '0.567']"
할 보람 있는,"['joy', '0.562']"
계시,"['joy', '0.562']"
흐르다,"['joy', '0.562']"
맑은,"['joy', '0.562']"
편하게 하다,"['joy', '0.562']"
놀람,"['joy', '0.547']"
영웅,"['joy', '0.562']"
해학적 인,"['joy', '0.562']"
과자,"['joy', '0.562']"
번영하다,"['joy', '0.562']"
슈퍼 스타,"['joy', '0.562']"
유리한,"['joy', '0.561']"
신을 하다,"['joy', '0.561']"
유연함,"['joy', '0.561']"
자유,"['joy', '0.486']"
걸작,"['joy', '0.561']"
꿈,"['joy', '0.484']"
집,"['joy', '0.559']"
항속,"['joy', '0.556']"
충실,"['joy', '0.553']"
근사,"['joy', '0.552']"
열의,"['joy', '0.552']"
햇빛,"['joy', '0.551']"
자신,"['joy', '0.547']"
겨우살이,"['joy', '0.547']"
엘리트,"['joy', '0.547']"
중국인,"['joy', '0.547']"
심장,"['joy', '0.547']"
완성,"['joy', '0.547']"
딸,"['joy', '0.547']"
선물,"['joy', '0.441']"
보너스,"['joy', '0.547']"
좋은 아침,"['joy', '0.547']"
들어 올린,"['joy', '0.547']"
열성,"['joy', '0.547']"
비추다,"['joy', '0.547']"
휴양,"['joy', '0.545']"
찌르다,"['joy', '0.545']"
숭고한,"['joy', '0.545']"
하나님,"['joy', '0.545']"
비어 있는,"['joy', '0.544']"
신선한 시작,"['joy', '0.544']"
구조자,"['joy', '0.543']"
성역,"['joy', '0.541']"
손자,"['joy', '0.540']"
건강,"['joy', '0.421']"
술잔치,"['joy', '0.534']"
영감을주는,"['joy', '0.531']"
맛,"['joy', '0.531']"
결혼,"['joy', '0.514']"
돈,"['joy', '0.531']"
자신감,"['joy', '0.531']"
신부,"['joy', '0.471']"
음악,"['joy', '0.531']"
팹,"['joy', '0.531']"
고요한,"['joy', '0.394']"
살아 있는,"['joy', '0.531']"
신성한 것,"['joy', '0.531']"
활력,"['joy', '0.531']"
해방,"['joy', '0.397']"
달래는,"['joy', '0.531']"
날기,"['joy', '0.531']"
맏이,"['joy', '0.531']"
우아한,"['joy', '0.530']"
지배,"['joy', '0.530']"
조명,"['joy', '0.530']"
환영했다,"['joy', '0.530']"
따뜻함,"['joy', '0.530']"
꽃,"['joy', '0.500']"
희미한 빛,"['joy', '0.530']"
충실한,"['joy', '0.529']"
턱,"['joy', '0.529']"
명예,"['joy', '0.521']"
강한,"['joy', '0.516']"
바보,"['joy', '0.516']"
풍미,"['joy', '0.516']"
성공하다,"['joy', '0.516']"
징글 마차,"['joy', '0.516']"
주목할 만한,"['joy', '0.297']"
인사,"['joy', '0.516']"
형제,"['joy', '0.516']"
자부심,"['joy', '0.516']"
강하게 하는 것,"['joy', '0.516']"
전능자,"['joy', '0.516']"
공상,"['joy', '0.516']"
선,"['joy', '0.515']"
대관식,"['joy', '0.515']"
명성,"['joy', '0.342']"
생생한,"['joy', '0.515']"
여가,"['joy', '0.515']"
귀염둥이,"['joy', '0.515']"
뉴 메,"['joy', '0.515']"
가족 시간,"['joy', '0.515']"
생기 있는,"['joy', '0.515']"
정신,"['joy', '0.515']"
아이,"['joy', '0.515']"
월급 날,"['joy', '0.515']"
왕자 다운,"['joy', '0.515']"
재결합 된,"['joy', '0.515']"
학의,"['joy', '0.515']"
위로,"['joy', '0.515']"
경건한,"['joy', '0.514']"
관계,"['joy', '0.514']"
배우자,"['joy', '0.507']"
친밀하게,"['joy', '0.507']"
달하다,"['joy', '0.500']"
뛰어나다,"['joy', '0.500']"
초대하다,"['joy', '0.500']"
가치 있는,"['joy', '0.500']"
다이아몬드,"['joy', '0.500']"
자연,"['joy', '0.500']"
존엄,"['joy', '0.500']"
가족,"['joy', '0.500']"
충만한,"['joy', '0.500']"
자비로운,"['joy', '0.500']"
북돋우다,"['joy', '0.500']"
친구,"['joy', '0.471']"
만족 한,"['joy', '0.500']"
환영하는,"['joy', '0.500']"
건강한,"['joy', '0.500']"
초현실적 인,"['joy', '0.500']"
상쾌한,"['joy', '0.500']"
바닷가,"['joy', '0.500']"
어머니,"['joy', '0.412']"
존경,"['joy', '0.500']"
보석,"['joy', '0.500']"
에로틱 한,"['joy', '0.500']"
공상가,"['joy', '0.500']"
달성 된,"['joy', '0.500']"
그리스도,"['joy', '0.500']"
기억에 남는,"['joy', '0.500']"
아가,"['joy', '0.500']"
푸르르,"['joy', '0.500']"
정확성,"['joy', '0.500']"
평온한,"['joy', '0.500']"
영기,"['joy', '0.493']"
승인 된,"['joy', '0.486']"
오아시스,"['joy', '0.486']"
황홀경,"['joy', '0.485']"
매력적인,"['joy', '0.485']"
더할 나위 없는,"['joy', '0.485']"
포부,"['joy', '0.485']"
진전,"['joy', '0.485']"
부드러운,"['joy', '0.318']"
자유롭게 하다,"['joy', '0.485']"
약혼자,"['joy', '0.485']"
하사품,"['joy', '0.485']"
특권이있는,"['joy', '0.485']"
충성스러운,"['joy', '0.485']"
나눌 수 없는,"['joy', '0.485']"
전성기,"['joy', '0.484']"
트로피,"['joy', '0.484']"
독창성,"['joy', '0.484']"
운명,"['joy', '0.484']"
초월,"['joy', '0.484']"
꽃다발,"['joy', '0.484']"
초콜릿,"['joy', '0.484']"
알로하,"['joy', '0.484']"
염원,"['joy', '0.484']"
남자 친구,"['joy', '0.480']"
지성,"['joy', '0.477']"
준비,"['joy', '0.473']"
열성가,"['joy', '0.471']"
진정시키는,"['joy', '0.470']"
계승,"['joy', '0.470']"
키드,"['joy', '0.344']"
마사지,"['joy', '0.470']"
간지럼,"['joy', '0.470']"
모험,"['joy', '0.391']"
노스탤지어,"['joy', '0.470']"
달래다,"['joy', '0.470']"
목표,"['joy', '0.469']"
광택,"['joy', '0.469']"
주는,"['joy', '0.469']"
공주님,"['joy', '0.469']"
기운차게,"['joy', '0.469']"
자비심,"['joy', '0.469']"
양육,"['joy', '0.469']"
신랑,"['joy', '0.469']"
영원한,"['joy', '0.469']"
빌다,"['joy', '0.469']"
도주,"['joy', '0.469']"
인도 주의적,"['joy', '0.469']"
결합,"['joy', '0.469']"
휴식,"['joy', '0.469']"
우호적 인,"['joy', '0.469']"
치다,"['joy', '0.469']"
예쁜,"['joy', '0.469']"
어린이,"['joy', '0.466']"
유익한,"['joy', '0.465']"
초대,"['joy', '0.457']"
회상,"['joy', '0.456']"
빔,"['joy', '0.456']"
미학,"['joy', '0.455']"
금요일,"['joy', '0.455']"
높이,"['joy', '0.455']"
의식,"['joy', '0.455']"
마음가짐,"['joy', '0.455']"
희,"['joy', '0.455']"
혈연,"['joy', '0.455']"
돕다,"['joy', '0.455']"
기념하다,"['joy', '0.453']"
매력,"['joy', '0.453']"
신앙,"['joy', '0.453']"
용서,"['joy', '0.453']"
풍경,"['joy', '0.453']"
옹호,"['joy', '0.250']"
폭포,"['joy', '0.453']"
출생,"['joy', '0.453']"
걱정 마,"['joy', '0.453']"
승인하다,"['joy', '0.453']"
여행,"['joy', '0.409']"
심사 숙고,"['joy', '0.446']"
여유있는,"['joy', '0.442']"
